,client_id,gender,car_owner,property_owner,number_of_children,annual_income,income_type,education,marital_status,housing_type,employed_days,work_phone,phone,email_id,number_of_family_members,label,age_in_years,years_of_experience,employment_status
1377,5009269,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-1652,1,1,0,2,0,28.126027397260273,2.127446214892464,Employed
1380,5143374,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,65.75616438356164,2.313154757362086,Unemployed
1381,5036474,M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,-2673,0,0,0,4,0,43.057534246575344,2.706157362614539,Employed
1382,5037202,F,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-420,0,0,0,3,0,24.745205479452054,1.0726998329014736,Employed
1383,5092020,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-777,1,1,0,2,0,36.1945205479452,1.459029514193483,Employed
1384,5142849,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1869,0,1,0,2,0,38.57534246575342,2.2628627764859006,Employed
1385,5069141,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,-413,0,0,1,2,0,42.082191780821915,1.063723107446232,Employed
1386,5035431,M,Y,Y,0,181048.75730622618,Working,Secondary / secondary special,Single / not married,House / apartment,-1072,0,0,0,1,0,38.73424657534247,1.7137637822552625,Employed
1387,5090464,F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5760,1,0,0,2,0,45.775342465753425,3.972508265291366,Employed
1388,5149296,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-1871,0,1,1,2,0,39.62191780821918,2.2640731872579285,Employed
1389,5023914,F,N,Y,2,184500.0,Working,Secondary / secondary special,Married,House / apartment,-1707,1,1,0,4,0,27.156164383561645,2.1625707684991773,Employed
1390,5079004,F,N,Y,0,165600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,1,0,1,0,58.583561643835615,2.313154757362086,Unemployed
1391,5112736,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-2796,0,0,0,2,0,50.23287671232877,2.7677199953396188,Employed
1392,5023147,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,0,0,0,1,0,57.9041095890411,2.313154757362086,Unemployed
1393,5050619,M,Y,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1962,0,1,0,2,0,27.40821917808219,2.318478480761343,Employed
1394,5052606,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-1598,0,0,0,1,0,51.465753424657535,2.0923867213736616,Employed
1395,5036870,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,59.78356164383562,2.313154757362086,Unemployed
1396,5021551,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1583,0,0,0,2,0,57.178082191780824,2.0825432291719332,Employed
1398,5068807,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-536,0,0,1,3,0,32.35342465753425,1.211813991784602,Employed
1399,5024666,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-4568,1,1,0,2,0,39.52054794520548,3.537664270836152,Employed
1400,5089497,F,N,N,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-1313,0,0,0,2,0,54.605479452054794,1.8966444774845397,Employed
1401,5045623,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-2512,0,0,0,3,0,39.45205479452055,2.6233931807531095,Employed
1402,5091822,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-5891,0,0,0,1,0,40.104109589041094,4.0174277874527204,Employed
1403,5114227,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,-5673,1,0,0,4,0,50.24109589041096,3.9423934041930235,Employed
1404,5067259,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,1,2,0,57.14794520547945,2.313154757362086,Unemployed
1405,5068320,F,N,Y,0,189000.0,Pensioner,Higher education,Separated,House / apartment,365243,0,0,0,1,0,62.06849315068493,2.313154757362086,Unemployed
1406,5116621,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-3380,0,0,0,3,0,37.83835616438356,3.0430698270993948,Employed
1408,5041758,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-3654,0,1,0,2,0,41.49315068493151,3.164009940583245,Employed
1409,5025936,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-5488,0,0,0,2,0,37.04109589041096,3.8775786824197604,Employed
1410,5041540,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,0,0,0,3,0,52.863013698630134,2.313154757362086,Unemployed
1411,5061145,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,58.778082191780825,2.313154757362086,Unemployed
1412,5033608,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-171,0,0,0,2,0,52.02465753424657,0.6844655949607193,Employed
1413,5146456,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1801,0,0,0,2,0,42.21095890410959,2.221316405949964,Employed
1414,5091369,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-1266,1,1,0,2,0,42.0986301369863,1.8623890975531756,Employed
1415,5142547,F,Y,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-1138,0,0,0,1,0,43.9461426596527,1.7657316384938233,Employed
1416,5091708,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-3944,0,0,0,2,0,33.62739726027397,3.287168911396978,Employed
1417,5022136,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,56.66027397260274,2.313154757362086,Unemployed
1418,5088181,F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,-1897,1,1,0,1,0,53.778082191780825,2.2797500463806557,Employed
1419,5104981,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,365243,0,0,0,1,0,59.25753424657534,2.313154757362086,Unemployed
1420,5093248,F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-2980,0,0,0,2,0,32.64109589041096,2.857338545157685,Employed
1421,5145970,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,0,0,1,0,63.06301369863014,2.313154757362086,Unemployed
1422,5112738,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-2796,0,0,0,2,0,50.23287671232877,2.7677199953396188,Employed
1423,5143219,F,N,Y,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,365243,0,0,0,1,0,60.67123287671233,2.313154757362086,Unemployed
1424,5069007,M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,-1175,0,0,0,2,0,29.101369863013698,1.7942068114327794,Employed
1425,5113801,F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,-3329,0,0,1,3,0,35.04109589041096,3.0200244941399865,Employed
1426,5054625,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,0,0,1,0,60.367123287671234,2.313154757362086,Unemployed
1427,5054733,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-1581,0,0,0,3,0,30.252054794520546,2.0812272459573147,Employed
1431,5105577,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-210,1,1,0,2,0,32.942465753424656,0.7585133260223084,Employed
1432,5033714,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3032,1,1,0,3,0,37.75890410958904,2.8821605290247962,Employed
1433,5062016,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2389,0,0,0,1,0,31.073972602739726,2.5583599198416267,Employed
1434,5045798,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-139,0,0,0,2,0,25.32054794520548,0.6171077035722526,Employed
1435,5066915,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,-1467,0,0,0,2,0,30.38082191780822,2.0047887874266905,Employed
1436,5088853,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-2316,0,0,1,2,0,31.104109589041094,2.5189691303094714,Employed
1437,5037169,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,67.15068493150685,2.313154757362086,Unemployed
1438,5142752,F,N,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-377,1,1,0,1,0,48.97534246575343,1.0163054227587134,Employed
1440,5143025,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-622,1,1,0,2,0,32.24109589041096,1.3054154852157591,Employed
1441,5091549,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2788,0,1,0,2,0,33.723287671232875,2.763757616793405,Employed
1443,5142248,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-2340,0,0,0,2,0,54.31780821917808,2.5319871453286624,Employed
1444,5068262,F,N,N,2,157500.0,State servant,Higher education,Married,House / apartment,-5345,0,0,0,4,0,34.61917808219178,3.8267264883237155,Employed
1446,5100010,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-918,1,1,0,2,0,43.9461426596527,1.585896747317014,Employed
1447,5068843,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-4219,1,1,0,1,0,62.33150684931507,3.3998388358257574,Employed
1448,5114166,M,Y,N,1,247500.0,Working,Higher education,Married,House / apartment,-194,1,0,1,3,0,25.46849315068493,0.729045162740326,Employed
1449,5105715,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-3010,0,0,0,2,0,37.961643835616435,2.8716851050325407,Employed
1450,5105842,M,Y,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,62.961643835616435,2.313154757362086,Unemployed
1451,5145964,F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,-3476,0,0,0,4,0,42.29041095890411,3.085982448302789,Employed
1452,5089658,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-370,1,0,0,1,0,44.87123287671233,1.0068260178089292,Employed
1453,5068233,M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-232,0,0,0,3,0,38.04109589041096,0.7972555665256684,Employed
1454,5113259,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,-285,0,0,0,1,0,32.24657534246575,0.8836412834449391,Employed
1455,5052622,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1994,0,1,0,3,0,43.8027397260274,2.3373090721233547,Employed
1456,5137151,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,55.96986301369863,2.313154757362086,Unemployed
1458,5058408,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-2609,0,0,0,2,0,35.18630136986302,2.673564139024806,Employed
1459,5068324,F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,-3853,0,0,0,2,0,50.26849315068493,3.249025143571783,Employed
1460,5022156,F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House / apartment,-2866,0,1,1,4,0,32.106849315068494,2.8021518150379627,Employed
1461,5137365,M,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-1022,0,1,0,2,0,39.66849315068493,1.6733200530681511,Employed
1462,5068811,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2423,0,0,0,2,0,39.50410958904109,2.576500759631862,Employed
1463,5068238,F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-2545,1,1,0,2,0,30.87123287671233,2.6405686394649974,Employed
1464,5046495,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,59.05205479452055,2.313154757362086,Unemployed
1466,5125510,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-104,0,1,0,3,0,40.964383561643835,0.5337897590337558,Employed
1468,5010202,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-1866,0,0,1,2,0,27.345205479452055,2.2610459453808733,Employed
1469,5143175,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2631,0,0,0,1,0,47.87123287671233,2.684812689571135,Employed
1470,5041739,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-367,0,0,0,3,0,34.47945205479452,1.0027359832252927,Employed
1471,5048217,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-857,0,0,0,3,0,33.56164383561644,1.532300625033956,Employed
1472,5091382,F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,-4887,0,0,0,4,0,34.95068493150685,3.6591038651410828,Employed
1473,5143314,M,N,Y,0,114750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,0,0,0,1,0,58.26849315068493,2.313154757362086,Unemployed
1474,5009918,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,-433,0,1,0,4,0,34.93698630136986,1.0891746278090642,Employed
1475,5024238,F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,365243,0,1,0,2,0,58.66849315068493,2.313154757362086,Unemployed
1476,5114427,F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,65.07671232876713,2.313154757362086,Unemployed
1477,5091406,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1904,1,0,0,1,0,48.16164383561644,2.283952354180004,Employed
1478,5023816,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-803,1,1,0,3,0,46.58082191780822,1.4832396974191326,Employed
1480,5054775,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1520,0,0,0,2,0,58.52602739726027,2.0406821314560077,Employed
1481,5091171,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,65.66849315068494,2.313154757362086,Unemployed
1482,5062011,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2389,0,0,0,1,0,31.073972602739726,2.5583599198416267,Employed
1483,5062407,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,1,0,1,0,66.01095890410959,2.313154757362086,Unemployed
1484,5094926,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1463,1,0,0,2,0,33.35616438356164,2.002053740058491,Employed
1485,5067312,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,62.794520547945204,2.313154757362086,Unemployed
1486,5125462,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-5155,0,0,0,3,0,50.394520547945206,3.7580962828582343,Employed
1487,5114240,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-712,1,0,0,2,0,45.81643835616438,1.3966692276651795,Employed
1488,5068367,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-3246,0,0,0,3,0,38.586301369863016,2.9821386092754825,Employed
1489,5051120,M,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,-5006,0,0,0,2,0,34.863013698630134,3.7033860848081566,Employed
1490,5114348,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-2993,1,0,0,2,0,26.876712328767123,2.8635642126552705,Employed
1491,5067506,M,N,Y,0,180000.0,Working,Lower secondary,Civil marriage,House / apartment,-2191,0,0,0,2,0,35.68219178082192,2.4500489231905958,Employed
1492,5118441,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,-431,1,0,0,3,0,44.21369863013699,1.0866563016005655,Employed
1493,5054343,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1064,0,1,0,2,0,56.55068493150685,1.7073571662515974,Employed
1494,5009000,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-828,0,0,0,2,0,27.197260273972603,1.5061517688084862,Employed
1496,5067299,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-1217,0,0,1,1,0,25.065753424657533,1.8259919428470832,Employed
1497,5010344,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,62.64931506849315,2.313154757362086,Unemployed
1499,5038582,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,66.64931506849315,2.313154757362086,Unemployed
1500,5067729,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-2616,1,1,0,3,0,28.186301369863013,2.6771483499558317,Employed
